country,country_iso,region,year,oil_&_gas_production_boe/day,oil_production_boe/day,gas_production_boe/day,oil_&_gas_reserves_boe
Kuwait,KWT,Middle East/North Africa,2013-01-01,3.387068035e+06,3.128706068e+06,258361.9664,1.12e+11
Kuwait,KWT,Middle East/North Africa,2014-01-01,3.3391541289999997e+06,3.101105151e+06,238048.9779,1.12e+11
Kuwait,KWT,Middle East/North Africa,2015-01-01,3.332567604e+06,3.0647367339999997e+06,267830.8699,1.12e+11
Kuwait,KWT,Middle East/North Africa,2016-01-01,3.418956066e+06,3.14507449e+06,273881.5761,1.12e+11
Kuwait,KWT,Middle East/North Africa,2017-01-01,3.3151050710000005e+06,3.025439312e+06,289665.7592,1.12e+11
Liberia,LBR,Sub-Saharan Africa,2011-01-01,,0,0,
Liberia,LBR,Sub-Saharan Africa,2012-01-01,,0,0,
Liberia,LBR,Sub-Saharan Africa,2013-01-01,,0,0,
Liberia,LBR,Sub-Saharan Africa,2014-01-01,,0,0,
Liberia,LBR,Sub-Saharan Africa,2015-01-01,,0,0,
Liberia,LBR,Sub-Saharan Africa,2016-01-01,,0,0,
Liberia,LBR,Sub-Saharan Africa,2017-01-01,,0,0,
Libya,LBY,Middle East/North Africa,2011-01-01,603194.4221,478774.7945,124419.6276,5.7257820588e+10
Libya,LBY,Middle East/North Africa,2012-01-01,1.702482834e+06,1.5092403830000001e+06,193242.4515,5.7727770962e+10
Libya,LBY,Middle East/North Africa,2013-01-01,1.191347959e+06,988601.7808,202746.1786,5.736183192e+10
Libya,LBY,Middle East/North Africa,2014-01-01,695206.3104,498003.9726,197202.3378,5.7355259139e+10
Libya,LBY,Middle East/North Africa,2015-01-01,638245.3525,431931.5,206313.8525,5.735525614e+10
Libya,LBY,Middle East/North Africa,2016-01-01,613420.8682,426092.9,187327.9682,5.735525614e+10
Libya,LBY,Middle East/North Africa,2017-01-01,1.0567305690000001e+06,864561.6438,192168.9249,5.735525614e+10
Malaysia,MYS,Asia-Pacific,2011-01-01,1.776641955e+06,660351.389,1.1162905659999999e+06,1.9165515877e+10
Malaysia,MYS,Asia-Pacific,2012-01-01,1.8166863159999999e+06,662054.8169,1.154631499e+06,1.9460345187e+10
Malaysia,MYS,Asia-Pacific,2013-01-01,1.8411542030000002e+06,625518.9041,1.215635299e+06,2.0604859264e+10
Malaysia,MYS,Asia-Pacific,2014-01-01,1.850084164e+06,649742.4658,1.2003416979999999e+06,2.0856344748e+10
Malaysia,MYS,Asia-Pacific,2015-01-01,1.9297319130000002e+06,698316.8493,1.231415064e+06,2.0813659913e+10
Malaysia,MYS,Asia-Pacific,2016-01-01,1.964018247e+06,704259.3166,1.25975893e+06,2.0813659913e+10
Malaysia,MYS,Asia-Pacific,2017-01-01,2.00534082e+06,697473.9371,1.307866883e+06,2.0813659913e+10
Mexico,MEX,Latin America/Caribbean,2011-01-01,3.808970559e+06,2.94031338e+06,868657.1794,1.3638954145e+10
Mexico,MEX,Latin America/Caribbean,2012-01-01,3.758933597e+06,2.911097981e+06,847835.6165,1.3665557148e+10
Mexico,MEX,Latin America/Caribbean,2013-01-01,3.7498965939999996e+06,2.874752731e+06,875143.8627,1.3242785153e+10
Mexico,MEX,Latin America/Caribbean,2014-01-01,3.63953304e+06,2.7842008789999997e+06,855332.1606,1.283488065e+10
Mexico,MEX,Latin America/Caribbean,2015-01-01,3.3859701560000004e+06,2.586540847e+06,799429.3082,9.494636338e+09
Mexico,MEX,Latin America/Caribbean,2016-01-01,3.18360866e+06,2.455799498e+06,727809.1623,8.450399907e+09
Mexico,MEX,Latin America/Caribbean,2017-01-01,2.90258732e+06,2.22415016e+06,678437.16,8.450399907e+09
Mozambique,MOZ,Sub-Saharan Africa,2011-01-01,54712.33,0,54712.33,
Mozambique,MOZ,Sub-Saharan Africa,2012-01-01,64191.78,0,64191.78,
Mozambique,MOZ,Sub-Saharan Africa,2013-01-01,63287.67,0,63287.67,
Mozambique,MOZ,Sub-Saharan Africa,2014-01-01,70136.99,0,70136.99,
Mozambique,MOZ,Sub-Saharan Africa,2015-01-01,74950.68,0,74950.68,
Mozambique,MOZ,Sub-Saharan Africa,2016-01-01,75800,0,75800,
Mozambique,MOZ,Sub-Saharan Africa,2017-01-01,75994.52,0,75994.52,
Myanmar,MMR,Asia-Pacific,2011-01-01,214997.8318,5748.706,209249.1258,1.366347541e+09
Myanmar,MMR,Asia-Pacific,2012-01-01,213130.8502,4530.679,208600.1712,1.749907463e+09
Myanmar,MMR,Asia-Pacific,2013-01-01,218350.3873,3917.26,214433.1273,3.26007751e+09
Myanmar,MMR,Asia-Pacific,2014-01-01,279121.5734,3293.5370000000003,275828.0364,3.265327261e+09
Myanmar,MMR,Asia-Pacific,2015-01-01,323240.0787,2836.362,320403.7167,3.265327261e+09
Myanmar,MMR,Asia-Pacific,2016-01-01,307297.2095,2509.748,304787.4615,7.346986244e+09
Myanmar,MMR,Asia-Pacific,2017-01-01,302083.0107,2316.0029999999997,299767.0077,7.346986244e+09
Namibia,NAM,Sub-Saharan Africa,2011-01-01,,0,0,
Namibia,NAM,Sub-Saharan Africa,2012-01-01,,0,0,
Namibia,NAM,Sub-Saharan Africa,2013-01-01,,0,0,
Namibia,NAM,Sub-Saharan Africa,2014-01-01,,0,0,
Namibia,NAM,Sub-Saharan Africa,2015-01-01,,0,0,
Namibia,NAM,Sub-Saharan Africa,2016-01-01,,0,0,
Namibia,NAM,Sub-Saharan Africa,2017-01-01,,0,0,
Nigeria,NGA,Sub-Saharan Africa,2011-01-01,3.1055478430000003e+06,2.462792608e+06,642755.2343,6.7172792722e+10
Nigeria,NGA,Sub-Saharan Africa,2012-01-01,3.098832048e+06,2.413204855e+06,685627.1926,6.7722960135e+10
Nigeria,NGA,Sub-Saharan Africa,2013-01-01,2.853406264e+06,2.280179088e+06,573227.1766,6.7587270841e+10
Nigeria,NGA,Sub-Saharan Africa,2014-01-01,2.991946045e+06,2.278403175e+06,713542.8694,6.9260531777e+10
Nigeria,NGA,Sub-Saharan Africa,2015-01-01,2.9965689280000003e+06,2.203507636e+06,793061.2923,6.8637251842e+10
Nigeria,NGA,Sub-Saharan Africa,2016-01-01,2.6139501119999997e+06,1.903063273e+06,710886.8391,7.016909943e+10
Nigeria,NGA,Sub-Saharan Africa,2017-01-01,2.774822563e+06,1.9877535790000001e+06,787068.9846,7.016909943e+10
Norway,NOR,Western Europe,2011-01-01,3.714938064e+06,2.0391672580000001e+06,1.6757708059999999e+06,1.9805596269e+10
Norway,NOR,Western Europe,2012-01-01,3.81582716e+06,1.9173785690000001e+06,1.898448591e+06,2.0541715656e+10
Norway,NOR,Western Europe,2013-01-01,3.63735329e+06,1.8378101509999998e+06,1.799543139e+06,1.9838653416e+10
Norway,NOR,Western Europe,2014-01-01,3.6897189560000002e+06,1.88888319e+06,1.800835765e+06,1.8537572757e+10
Norway,NOR,Western Europe,2015-01-01,3.8840136089999997e+06,1.945947507e+06,1.938066102e+06,1.9596994112e+10
Norway,NOR,Western Europe,2016-01-01,3.9251454710000004e+06,1.994742159e+06,1.930403313e+06,1.8609486213e+10
Norway,NOR,Western Europe,2017-01-01,4.0234730160000003e+06,1.968871007e+06,2.054602009e+06,1.8712390892e+10
Oman,OMN,Middle East/North Africa,2011-01-01,1.337228963e+06,884920.2740000001,452308.6886,8.551780306e+09
Oman,OMN,Middle East/North Africa,2012-01-01,1.390690267e+06,918471.8579,472218.4091,8.491380043e+09
Oman,OMN,Middle East/North Africa,2013-01-01,1.455248987e+06,941949.3151,513299.6719,9.155853104e+09
Oman,OMN,Middle East/North Africa,2014-01-01,1.4328221409999998e+06,943478.9041,489343.2374,9.230154638e+09
Oman,OMN,Middle East/North Africa,2015-01-01,1.4937428769999999e+06,981089.863,512653.0144,9.485343432e+09
Oman,OMN,Middle East/North Africa,2016-01-01,1.5286046269999999e+06,1.004262568e+06,524342.0591,9.552343432e+09
Oman,OMN,Middle East/North Africa,2017-01-01,1.5084118909999998e+06,970569.589,537842.3021,9.552343432e+09
Peru,PER,Latin America/Caribbean,2011-01-01,344490.8885,153073.47400000002,191417.4145,3.383343086e+09
Peru,PER,Latin America/Caribbean,2012-01-01,353358.4702,153979.0328,199379.4374,4.05858603e+09
Peru,PER,Latin America/Caribbean,2013-01-01,373718.3584,166985.1905,206733.1679,4.19643797e+09
Peru,PER,Latin America/Caribbean,2014-01-01,387809.9523,168936.9488,218873.0036,3.917160535e+09
Peru,PER,Latin America/Caribbean,2015-01-01,355714.3177,144686.281,211028.0367,3.600999643e+09
Peru,PER,Latin America/Caribbean,2016-01-01,361423.2936,127691.041,233732.2526,3.982887076e+09
Peru,PER,Latin America/Caribbean,2017-01-01,344176.2026,127245.3457,216930.8569,3.982887076e+09
Philippines,PHL,Asia-Pacific,2011-01-01,70309.69,6463.33,63846.36,
Philippines,PHL,Asia-Pacific,2012-01-01,63970.45,4487.75,59482.7,
Philippines,PHL,Asia-Pacific,2013-01-01,59840.357,5160.357,54680,
Philippines,PHL,Asia-Pacific,2014-01-01,66065.938,8376.088,57689.85,
Philippines,PHL,Asia-Pacific,2015-01-01,60460.843,6590.703,53870.14,
Philippines,PHL,Asia-Pacific,2016-01-01,67366.073,5503.063,61863.01,
Philippines,PHL,Asia-Pacific,2017-01-01,67587.863,4347.183,63240.68,
Qatar,QAT,Middle East/North Africa,2011-01-01,4.341413383e+06,1.834498584e+06,2.506914799e+06,1.87e+11
Qatar,QAT,Middle East/North Africa,2012-01-01,4.649244382e+06,1.9390760259999998e+06,2.710168357e+06,1.87e+11
Qatar,QAT,Middle East/North Africa,2013-01-01,4.797818087e+06,2.00212694e+06,2.795691147e+06,1.86e+11
Qatar,QAT,Middle East/North Africa,2014-01-01,4.804682431e+06,1.985390003e+06,2.8192924280000003e+06,1.85e+11
Qatar,QAT,Middle East/North Africa,2015-01-01,4.879909671e+06,1.95804619e+06,2.921863482e+06,1.83e+11
Qatar,QAT,Middle East/North Africa,2016-01-01,4.921066044e+06,1.9697377e+06,2.9513283439999996e+06,1.82e+11
Qatar,QAT,Middle East/North Africa,2017-01-01,4.845516518999999e+06,1.915827509e+06,2.9296890110000004e+06,1.82e+11
Russia,RUS,Eurasia,2011-01-01,2.082270418e+07,1.053820882e+07,1.028449536e+07,3.22e+11
Russia,RUS,Eurasia,2012-01-01,2.069492842e+07,1.066007657e+07,1.003485185e+07,3.23e+11
Russia,RUS,Eurasia,2013-01-01,2.105454675e+07,1.080892503e+07,1.024562172e+07,3.25e+11
Russia,RUS,Eurasia,2014-01-01,2.071691316e+07,1.086046178e+07,9.856451383e+06,3.24e+11
Russia,RUS,Eurasia,2015-01-01,2.075369663e+07,1.100921569e+07,9.744480945e+06,3.22e+11
Russia,RUS,Eurasia,2016-01-01,2.109449352e+07,1.126938423e+07,9.82510929e+06,3.25e+11
Russia,RUS,Eurasia,2017-01-01,2.185410024e+07,1.125726338e+07,1.059683686e+07,3.26e+11
Saudi Arabia,SAU,Middle East/North Africa,2011-01-01,1.260510221e+07,1.114374577e+07,1.4613564409999999e+06,3.13e+11
Saudi Arabia,SAU,Middle East/North Africa,2012-01-01,1.320788566e+07,1.163454364e+07,1.573342025e+06,3.14e+11
Saudi Arabia,SAU,Middle East/North Africa,2013-01-01,1.297750655e+07,1.139307684e+07,1.584429707e+06,3.15e+11
Saudi Arabia,SAU,Middle East/North Africa,2014-01-01,1.312639841e+07,1.150474577e+07,1.621652638e+06,3.16e+11
Saudi Arabia,SAU,Middle East/North Africa,2015-01-01,1.36487523e+07,1.19943118e+07,1.654440497e+06,3.17e+11
Saudi Arabia,SAU,Middle East/North Africa,2016-01-01,1.415773598e+07,1.240176399e+07,1.755971981e+06,3.17e+11
Saudi Arabia,SAU,Middle East/North Africa,2017-01-01,1.380866093e+07,1.195084257e+07,1.857818356e+06,3.17e+11
South Africa,ZAF,Sub-Saharan Africa,2011-01-01,22071.651,1433.3210000000001,20638.33,
South Africa,ZAF,Sub-Saharan Africa,2012-01-01,24260.67,5389.26,18871.41,
South Africa,ZAF,Sub-Saharan Africa,2013-01-01,23839.207000000002,4976.537,18862.67,
South Africa,ZAF,Sub-Saharan Africa,2014-01-01,16712.334,1863.014,14849.32,
South Africa,ZAF,Sub-Saharan Africa,2015-01-01,19780.797,2410.937,17369.86,
South Africa,ZAF,Sub-Saharan Africa,2016-01-01,22739.725,2547.945,20191.78,
South Africa,ZAF,Sub-Saharan Africa,2017-01-01,12684.935,1753.425,10931.51,
South Sudan,SSD,Sub-Saharan Africa,2011-01-01,,0,0,
South Sudan,SSD,Sub-Saharan Africa,2012-01-01,31041,31041,0,3.5e+09
South Sudan,SSD,Sub-Saharan Africa,2013-01-01,99728.8,99728.8,0,3.5e+09
South Sudan,SSD,Sub-Saharan Africa,2014-01-01,155351.6,155351.6,0,3.5e+09
South Sudan,SSD,Sub-Saharan Africa,2015-01-01,147737.6,147737.6,0,3.5e+09
South Sudan,SSD,Sub-Saharan Africa,2016-01-01,117266.6,117266.6,0,3.5e+09
South Sudan,SSD,Sub-Saharan Africa,2017-01-01,108555.5,108555.5,0,3.5e+09
Sudan,SDN,Middle East/North Africa,2011-01-01,291002.2712,291002.2712,0,5e+09
Sudan,SDN,Middle East/North Africa,2012-01-01,103107.5,103107.5,0,1.5e+09
Sudan,SDN,Middle East/North Africa,2013-01-01,117853.4,117853.4,0,1.5e+09
Sudan,SDN,Middle East/North Africa,2014-01-01,119604.5,119604.5,0,1.5e+09
Sudan,SDN,Middle East/North Africa,2015-01-01,109062.1562,109062.1562,0,1.5e+09
Sudan,SDN,Middle East/North Africa,2016-01-01,103613.582,103613.582,0,1.5e+09
Sudan,SDN,Middle East/North Africa,2017-01-01,86041.26412,86041.26412,0,1.5e+09
Suriname,SUR,Latin America/Caribbean,2011-01-01,16410.96,16410.96,0,
Suriname,SUR,Latin America/Caribbean,2012-01-01,16317.81,16317.81,0,
Suriname,SUR,Latin America/Caribbean,2013-01-01,16383.56,16383.56,0,
Suriname,SUR,Latin America/Caribbean,2014-01-01,16794.52,16794.52,0,
Suriname,SUR,Latin America/Caribbean,2015-01-01,16958.9,16958.9,0,
Suriname,SUR,Latin America/Caribbean,2016-01-01,16383.56,16383.56,0,
Suriname,SUR,Latin America/Caribbean,2017-01-01,16109.59,16109.59,0,
Tanzania,TZA,Sub-Saharan Africa,2011-01-01,14006.03,,14006.03,
Tanzania,TZA,Sub-Saharan Africa,2012-01-01,16265.75,,16265.75,
Tanzania,TZA,Sub-Saharan Africa,2013-01-01,16375.34,,16375.34,
Tanzania,TZA,Sub-Saharan Africa,2014-01-01,15358.9,,15358.9,
Tanzania,TZA,Sub-Saharan Africa,2015-01-01,17041.09,,17041.09,
Tanzania,TZA,Sub-Saharan Africa,2016-01-01,22102.74,,22102.74,
Tanzania,TZA,Sub-Saharan Africa,2017-01-01,22102.74,,22102.74,
Thailand,THA,Asia-Pacific,2011-01-01,1.057253821e+06,419278.5326,637975.2889,2.30787614e+09
Thailand,THA,Asia-Pacific,2012-01-01,1.1721547079999999e+06,457496.1191,714658.589,2.115019734e+09
Thailand,THA,Asia-Pacific,2013-01-01,1.173326095e+06,452059.0926,721267.0026,2.012946359e+09
Thailand,THA,Asia-Pacific,2014-01-01,1.1763106609999998e+06,449871.3682,726439.2932,1.833750455e+09
Thailand,THA,Asia-Pacific,2015-01-01,1.15430121e+06,467635.0482,686666.1622,1.742780753e+09
Thailand,THA,Asia-Pacific,2016-01-01,1.14878492e+06,475081.4907,673703.4296,1.608415207e+09
Thailand,THA,Asia-Pacific,2017-01-01,1.110053239e+06,464943.7567,645109.4828,1.608415207e+09
Timor-Leste,TLS,Asia-Pacific,2011-01-01,,,0,
Timor-Leste,TLS,Asia-Pacific,2012-01-01,,,0,
Timor-Leste,TLS,Asia-Pacific,2013-01-01,,,0,
Timor-Leste,TLS,Asia-Pacific,2014-01-01,,,0,
Timor-Leste,TLS,Asia-Pacific,2015-01-01,,,0,
Timor-Leste,TLS,Asia-Pacific,2016-01-01,,,0,
Timor-Leste,TLS,Asia-Pacific,2017-01-01,,,0,
Trinidad and Tobago,TTO,Latin America/Caribbean,2011-01-01,791602.8452,136899.0452,654703.8,3.126240621e+09
Trinidad and Tobago,TTO,Latin America/Caribbean,2012-01-01,805508.3251,116952.3251,688556,3.100085962e+09
Trinidad and Tobago,TTO,Latin America/Caribbean,2013-01-01,805783.2959,115602.6959,690180.6,2.950086385e+09
Trinidad and Tobago,TTO,Latin America/Caribbean,2014-01-01,757943.1603,114115.4603,643827.7,2.822430776e+09
Trinidad and Tobago,TTO,Latin America/Caribbean,2015-01-01,709091.1863,108746.4863,600344.7,2.720730776e+09
Trinidad and Tobago,TTO,Latin America/Caribbean,2016-01-01,617708.6426,96660.94262,521047.7,2.079004438e+09
Trinidad and Tobago,TTO,Latin America/Caribbean,2017-01-01,647089.9202,98690.22021,548399.7,1.881292029e+09
Tunisia,TUN,Middle East/North Africa,2011-01-01,135798.5221,76557.45205,59241.07,4.25e+08
Tunisia,TUN,Middle East/North Africa,2012-01-01,138292.3331,82152.21311,56140.12,4.25e+08
Tunisia,TUN,Middle East/North Africa,2013-01-01,130358.8526,76245.9726,54112.88,4.25e+08
Tunisia,TUN,Middle East/North Africa,2014-01-01,121871.3236,71020.38356,50850.94,4.25e+08
Tunisia,TUN,Middle East/North Africa,2015-01-01,106275.7401,63634.63014,42641.11,4.25e+08
Tunisia,TUN,Middle East/North Africa,2016-01-01,101961.3426,59716.91257000001,42244.43,4.25e+08
Tunisia,TUN,Middle East/North Africa,2017-01-01,91666.52573,52678.79573,38987.73,4.25e+08
Turkmenistan,TKM,Eurasia,2011-01-01,1.2535439540000001e+06,215223.56399999998,1.03832039e+06,1.23e+11
Turkmenistan,TKM,Eurasia,2012-01-01,1.31069294e+06,224609.8118,1.086083128e+06,1.23e+11
Turkmenistan,TKM,Eurasia,2013-01-01,1.3189634009999998e+06,231794.19,1.087169211e+06,1.23e+11
Turkmenistan,TKM,Eurasia,2014-01-01,1.4109442230000002e+06,240793.6815,1.170150541e+06,1.23e+11
Turkmenistan,TKM,Eurasia,2015-01-01,1.474231865e+06,261076.5418,1.213155324e+06,1.23e+11
Turkmenistan,TKM,Eurasia,2016-01-01,1.369001927e+06,252819.4603,1.116182467e+06,1.23e+11
Turkmenistan,TKM,Eurasia,2017-01-01,1.291934122e+06,257700.1754,1.034233947e+06,1.23e+11
Ukraine,UKR,Eurasia,2011-01-01,368258.9938,42392.3,325866.6938,4.585794491e+09
Ukraine,UKR,Eurasia,2012-01-01,364000.651,40658.71,323341.941,7.32773353e+09
Ukraine,UKR,Eurasia,2013-01-01,372083.3426,35975.62,336107.7226,7.153025479e+09
Ukraine,UKR,Eurasia,2014-01-01,364194.2237,27076.6,337117.6237,7.159265347e+09
Ukraine,UKR,Eurasia,2015-01-01,335100.8352,21084.7,314016.1352,6.727488537e+09
Ukraine,UKR,Eurasia,2016-01-01,334767.9362,17595.86,317172.0762,6.605193276e+09
Ukraine,UKR,Eurasia,2017-01-01,339508.3619,15358.5,324149.8619,6.605193276e+09
United Arab Emirates,ARE,Middle East/North Africa,2011-01-01,4.135296481e+06,3.284958e+06,850338.4814,1.35e+11
United Arab Emirates,ARE,Middle East/North Africa,2012-01-01,4.312786618e+06,3.430065437e+06,882721.1811,1.35e+11
United Arab Emirates,ARE,Middle East/North Africa,2013-01-01,4.430675459e+06,3.5430773660000004e+06,887598.0937,1.35e+11
United Arab Emirates,ARE,Middle East/North Africa,2014-01-01,4.480715695e+06,3.5988952210000004e+06,881820.4745,1.35e+11
United Arab Emirates,ARE,Middle East/North Africa,2015-01-01,4.851598339e+06,3.873274189e+06,978324.15,1.35e+11
United Arab Emirates,ARE,Middle East/North Africa,2016-01-01,5.012935238e+06,4.0199362260000003e+06,992999.0122,1.35e+11
United Arab Emirates,ARE,Middle East/North Africa,2017-01-01,4.943161651000001e+06,3.9352676539999996e+06,1.007893997e+06,1.35e+11
Venezuela,VEN,Latin America/Caribbean,2011-01-01,2.755021082e+06,2.755021082e+06,,3.36e+11
Venezuela,VEN,Latin America/Caribbean,2012-01-01,2.703734191e+06,2.703734191e+06,,3.37e+11
Venezuela,VEN,Latin America/Caribbean,2013-01-01,2.680356164e+06,2.680356164e+06,,3.37e+11
Venezuela,VEN,Latin America/Caribbean,2014-01-01,2.692493151e+06,2.692493151e+06,,3.39e+11
Venezuela,VEN,Latin America/Caribbean,2015-01-01,2.630863e+06,2.630863e+06,,3.41e+11
Venezuela,VEN,Latin America/Caribbean,2016-01-01,2.3865519e+06,2.3865519e+06,,3.42e+11
Venezuela,VEN,Latin America/Caribbean,2017-01-01,2.11020493e+06,2.11020493e+06,,3.43e+11
Vietnam,VNM,Asia-Pacific,2011-01-01,463000.2847,326560.1096,136440.1751,8.462768799e+09
Vietnam,VNM,Asia-Pacific,2012-01-01,508753.4763,358234.8634,150518.613,8.462768799e+09
Vietnam,VNM,Asia-Pacific,2013-01-01,517495.5912,360605.4795,156890.1117,8.462768799e+09
Vietnam,VNM,Asia-Pacific,2014-01-01,537540.9018,373265.6438,164275.258,8.462768799e+09
Vietnam,VNM,Asia-Pacific,2015-01-01,574714.2824,403198.6849,171515.5974,8.462768799e+09
Vietnam,VNM,Asia-Pacific,2016-01-01,544464.1207,373753.0055,170711.1153,8.462768799e+09
Vietnam,VNM,Asia-Pacific,2017-01-01,492660.5987,335043.0259,157617.5727,8.462768799e+09
Yemen,YEM,Middle East/North Africa,2011-01-01,220824.3,220824.3,,1.912813227e+09
Yemen,YEM,Middle East/North Africa,2012-01-01,178321.2,178321.2,,1.852989562e+09
Yemen,YEM,Middle East/North Africa,2013-01-01,197651.9,197651.9,,1.771569297e+09
Yemen,YEM,Middle East/North Africa,2014-01-01,153335,153335,,1.69527844e+09
Yemen,YEM,Middle East/North Africa,2015-01-01,63756.1,63756.1,,1.678986514e+09
Yemen,YEM,Middle East/North Africa,2016-01-01,43103.5,43103.5,,1.678986514e+09
Yemen,YEM,Middle East/North Africa,2017-01-01,52479,52479,,1.678986514e+09
